date,open,high,low,close,volume,percentSP500,percentNASDAQ,percentVIX,percentTNX,percentFTSE,target
3/23/2001,1117.58,1141.83,1117.58,1139.83,1364899968,1.99,3.69,-7.28,1.91,1.65,1
3/26/2001,1139.83,1160.02,1139.83,1152.69,1114000000,1.13,1.63,-4.63,1.04,3.23,1
3/27/2001,1152.69,1183.35,1150.96,1182.17,1314200064,2.56,-0.53,-6.89,2.68,2.72,-1
3/28/2001,1182.17,1182.17,1147.83,1153.29,1333400064,-2.44,2.8,5.7,-0.2,-1.99,-1
3/29/2001,1153.29,1161.69,1136.26,1147.95,1234499968,-0.46,-5.99,2.06,-0.2,-0.46,1
3/30/2001,1147.95,1162.8,1143.83,1160.33,1280800000,1.08,-1.81,-1.82,-1.01,0.81,-1
4/2/2001,1160.33,1169.51,1137.51,1145.87,1254899968,-1.25,1.08,8.97,1.22,-0.27,-1
4/3/2001,1145.87,1145.87,1100.19,1106.46,1386099968,-3.44,-3.11,11.25,-0.8,-2.77,-1
4/4/2001,1106.46,1117.5,1091.99,1103.25,1425590016,-0.29,-6.17,-1.87,-0.2,1.33,1
4/5/2001,1103.25,1151.47,1103.25,1151.44,1368000000,4.37,-2.04,-12.12,0.81,1.56,-1
4/6/2001,1151.44,1151.44,1119.29,1128.43,1266800000,-2,8.92,5.85,-1.81,-0.36,1
4/9/2001,1128.43,1146.13,1126.38,1137.59,1062800000,0.81,-3.62,0.69,0.82,1.1,1
4/10/2001,1137.59,1173.92,1137.59,1168.38,1349600000,2.71,1.47,-7.74,3.26,2.47,-1
4/11/2001,1168.38,1182.24,1160.26,1165.89,1290300032,-0.21,6.09,-3.33,0.79,-0.26,1
4/12/2001,1165.89,1183.51,1157.73,1183.5,1102000000,1.51,2.53,-8.22,0.78,-0.37,-1
4/16/2001,1183.5,1184.64,1167.38,1179.68,913900032,-0.32,3.29,0.8,2.52,0,1
4/17/2001,1179.68,1192.25,1168.9,1191.81,1109600000,1.03,-2.64,-2.73,-1.7,-0.1,1
4/18/2001,1191.81,1248.42,1191.81,1238.16,1918899968,3.89,0.71,-5.78,-1.35,2.24,1
4/19/2001,1238.16,1253.71,1233.39,1253.69,1486800000,1.25,8.12,0.12,2.15,-0.32,-1
4/20/2001,1253.7,1253.7,1234.41,1242.98,1338700032,-0.85,4.94,5.05,0.57,0.14,-1
4/23/2001,1242.98,1242.98,1217.47,1224.36,1012600000,-1.5,-0.86,10.95,-1.33,-0.14,-1
4/24/2001,1224.36,1233.54,1208.89,1209.47,1216499968,-1.22,-4.81,1.17,0,-0.53,1
4/25/2001,1209.47,1232.36,1207.38,1228.75,1203600000,1.59,-2.07,-3.83,1.16,-0.22,1
4/26/2001,1228.75,1248.3,1228.75,1234.52,1345200000,0.47,2.14,0.33,-1.14,0.7,1
4/27/2001,1234.52,1253.07,1234.52,1253.05,1091299968,1.5,-1.21,-3.2,2.31,1.42,-1
4/30/2001,1253.05,1269.3,1243.99,1249.46,1266800000,-0.29,2.01,-4.25,0.56,0.26,1
5/1/2001,1249.46,1266.47,1243.55,1266.44,1181299968,1.36,1.95,-5.02,-0.94,-0.65,1
5/2/2001,1266.44,1272.93,1257.7,1267.43,1342200064,0.08,2.46,0.12,-0.19,-0.4,-1
5/3/2001,1267.43,1267.43,1239.88,1248.58,1137900032,-1.49,2.41,6.4,-1.52,-2.34,1
5/4/2001,1248.58,1267.51,1232,1266.61,1082099968,1.44,-3.35,-7.25,-0.38,1.81,-1
5/7/2001,1266.61,1270,1259.19,1263.51,949000000,-0.24,2.11,3.97,0.39,0,-1
5/8/2001,1266.71,1267.01,1253,1261.2,1006300032,-0.18,-0.82,-1.69,0.38,0.27,-1
5/9/2001,1261.2,1261.65,1247.83,1255.54,1132400000,-0.45,1.16,-0.37,-0.96,0.12,-1
5/10/2001,1255.54,1268.14,1254.56,1255.18,1056700032,-0.03,-1.92,-1.44,1.93,1.19,-1
5/11/2001,1255.18,1259.84,1240.79,1245.67,906200000,-0.76,-1.29,-1.92,3.98,-1.13,1
5/14/2001,1245.67,1249.68,1241.02,1248.92,858200000,0.26,-1.01,3.06,-1.09,-3.5,1
5/15/2001,1248.92,1257.45,1245.36,1249.44,1071800000,0.04,-1.21,-2.27,1.11,2.68,1
5/16/2001,1249.44,1286.39,1243.02,1284.99,1405299968,2.85,0.18,-7.68,-0.18,0.7,1
5/17/2001,1284.99,1296.48,1282.65,1288.49,1355600000,0.27,3.88,-1.92,0,0.35,1
5/18/2001,1288.49,1292.06,1281.15,1291.96,1130800000,0.27,1.26,-1.12,-1.46,0.18,1
5/21/2001,1291.96,1312.95,1287.87,1312.83,1174899968,1.62,0.24,-2.21,0,0.45,-1
5/22/2001,1312.83,1315.93,1306.89,1309.38,1260400000,-0.26,4.85,2.84,0.19,0.59,-1
5/23/2001,1309.38,1309.38,1288.7,1289.05,1134800000,-1.55,0.36,3.42,-0.19,-1.32,1
5/24/2001,1289.05,1295.04,1281.22,1293.17,1100700032,0.32,-3.04,-6.84,1.86,0.31,-1
5/25/2001,1293.17,1293.17,1276.42,1277.89,828099968,-1.18,1.72,0.15,0,-0.44,-1
5/29/2001,1277.89,1278.42,1265.41,1267.93,1026000000,-0.78,-1.36,7.48,0.36,-0.44,-1
5/30/2001,1267.93,1267.93,1245.96,1248.08,1158599936,-1.57,-3.35,2.8,-0.18,-1.14,1
5/31/2001,1248.08,1261.91,1248.07,1255.82,1226599936,0.62,-4.18,-0.53,-1.64,-0.01,1
6/1/2001,1255.82,1265.34,1246.88,1260.67,1015000000,0.39,1.25,-4.64,-1.11,0.23,1
6/4/2001,1260.67,1267.17,1256.36,1267.11,836499968,0.51,1.85,-0.97,-0.56,0.81,1
6/5/2001,1267.11,1286.62,1267.11,1283.57,1116800000,1.3,0.3,-8.42,-1.13,1.13,-1
6/6/2001,1283.57,1283.85,1269.01,1270.03,1061900032,-1.05,3.61,4.14,0,-0.36,1
6/7/2001,1270.03,1277.08,1265.08,1276.96,1089600000,0.55,-0.71,-3.53,0.76,0.79,-1
6/8/2001,1276.96,1277.11,1259.99,1264.96,726200000,-0.94,2.09,1.27,0.57,0.04,-1
6/11/2001,1264.96,1264.96,1249.23,1254.39,870099968,-0.84,-2.16,3.92,-0.75,-1.51,1
6/12/2001,1254.39,1261,1235.75,1255.85,1136499968,0.12,-2,0,-0.95,-0.96,-1
6/13/2001,1255.85,1259.75,1241.59,1241.6,1063600000,-1.13,-0.04,3.62,0.38,0.28,-1
6/14/2001,1241.6,1241.6,1218.9,1219.87,1242899968,-1.75,-2.23,7.79,-0.76,-1.16,-1
6/15/2001,1219.87,1221.5,1203.03,1214.36,1635549952,-0.45,-3.66,-1.34,0.19,-0.51,-1
6/18/2001,1214.36,1221.23,1208.33,1208.43,1111600000,-0.49,-0.77,1.58,0.19,-0.9,1
6/19/2001,1208.43,1226.11,1207.71,1212.58,1184899968,0.34,-1.96,-3.58,-0.19,0.16,1
6/20/2001,1212.58,1225.61,1210.07,1223.14,1350099968,0.87,0.2,-2.82,-0.57,0.34,1
6/21/2001,1223.14,1240.24,1220.25,1237.04,1546819968,1.14,1.94,-10.73,-0.38,-1.02,-1
6/22/2001,1237.04,1237.73,1221.41,1225.35,1189200000,-0.94,1.35,3.3,-1.16,0.43,-1
6/25/2001,1225.35,1231.5,1213.6,1218.6,1050099968,-0.55,-1.16,3.25,0.2,-0.07,-1
6/26/2001,1218.6,1220.7,1204.64,1216.76,1198899968,-0.15,0.79,2.56,1.75,-1.88,-1
6/27/2001,1216.76,1219.92,1207.29,1211.07,1162099968,-0.47,0.67,-1.51,0.19,0.94,1
6/28/2001,1211.07,1234.44,1211.07,1226.2,1327299968,1.25,0.49,-4.17,1.91,0.54,-1
6/29/2001,1226.2,1237.29,1221.14,1224.38,1832359936,-0.15,2.44,-4.75,1.13,0.07,1
7/2/2001,1224.42,1239.78,1224.03,1236.72,1128300032,1.01,1.65,-1.57,-1.11,1.32,-1
7/3/2001,1236.71,1236.71,1229.43,1234.45,622110016,-0.18,-0.55,0.85,0.94,-1.34,-1
7/5/2001,1234.45,1234.45,1219.15,1219.24,934899968,-1.23,-0.37,6.18,0.56,-0.91,-1
7/6/2001,1219.24,1219.24,1188.74,1190.59,1056700032,-2.35,-2.83,7.67,-0.74,-1.27,1
7/9/2001,1190.59,1201.76,1189.75,1198.78,1045699968,0.69,-3.65,3.93,-0.56,-0.19,-1
7/10/2001,1198.78,1203.43,1179.93,1181.52,1263800064,-1.44,1.13,3.43,-1.31,-0.02,-1
7/11/2001,1181.52,1184.93,1168.46,1180.18,1384099968,-0.11,-3.15,3.27,0.19,-1.39,1
7/12/2001,1180.18,1210.25,1180.18,1208.14,1394000000,2.37,0.47,-8,-0.95,1.66,1
7/13/2001,1208.14,1218.54,1203.61,1215.68,1121699968,0.62,5.26,-4.3,0,1.01,-1
7/16/2001,1215.68,1219.63,1200.05,1202.45,1039800000,-1.09,0.44,8.37,-0.96,-0.36,1
7/17/2001,1202.45,1215.36,1196.14,1214.44,1238099968,1,-2.67,-1.31,0,-1.62,-1
7/18/2001,1214.44,1214.44,1198.33,1207.71,1316300032,-0.55,1.88,4.38,-1.74,-0.43,1
7/19/2001,1207.71,1225.04,1205.8,1215.02,1343500032,0.61,-2.47,-4.62,0.2,0.61,-1
7/20/2001,1215.02,1215.69,1207.04,1210.85,1170899968,-0.34,1.51,-0.76,0.2,-0.93,-1
7/23/2001,1210.85,1215.22,1190.5,1191.03,986899968,-1.64,-0.84,6.27,0,0.34,-1
7/24/2001,1191.03,1191.03,1165.54,1171.65,1198700032,-1.63,-2.01,6.32,-0.39,-1.57,1
7/25/2001,1171.65,1190.52,1171.28,1190.49,1280700032,1.61,-1.47,-4.91,0.39,-0.84,1
7/26/2001,1190.49,1204.18,1182.65,1202.93,1213900032,1.04,1.28,-4.12,0.78,0.2,1
7/27/2001,1202.93,1209.26,1195.99,1205.82,1015299968,0.24,1.95,-4.39,-0.97,2.21,-1
7/30/2001,1205.82,1209.05,1200.41,1204.52,909100032,-0.11,0.3,3.14,0,0.81,1
7/31/2001,1204.52,1222.74,1204.52,1211.23,1129200000,0.56,-0.55,-4.72,-1.18,1.51,1
8/1/2001,1211.23,1223.04,1211.23,1215.93,1340300032,0.39,0.46,-4.9,0.6,0.32,1
8/2/2001,1215.93,1226.27,1215.31,1220.75,1218300032,0.4,2.03,-2.29,0.99,0.68,-1
8/3/2001,1220.75,1220.75,1205.31,1214.35,939900032,-0.52,0.92,-1,0.78,-0.66,-1
8/6/2001,1214.35,1214.35,1197.35,1200.48,811699968,-1.14,-1.01,10.06,0.39,-0.38,1
8/7/2001,1200.47,1207.56,1195.64,1204.4,1012000000,0.33,-1.55,-4.02,-0.19,0.19,-1
8/8/2001,1204.4,1206.79,1181.27,1183.53,1124600064,-1.73,-0.32,6.24,-2.32,-1.09,-1
8/9/2001,1183.53,1184.71,1174.68,1183.43,1104199936,-0.01,-3.03,-5.82,-0.4,-1.34,1
8/10/2001,1183.43,1193.33,1169.55,1190.16,960899968,0.57,-0.15,-2.24,-0.2,0.45,1
8/13/2001,1190.16,1193.82,1185.12,1191.29,837600000,0.09,-0.35,-0.63,-1.2,0.07,-1
8/14/2001,1191.29,1198.79,1184.26,1186.73,964600000,-0.38,1.32,0.29,0.2,1.41,-1
8/15/2001,1186.73,1191.21,1177.61,1178.02,1065600000,-0.73,-0.89,2.1,0.4,-0.84,1
8/16/2001,1178.02,1181.8,1166.08,1181.66,1055400000,0.31,-2.32,3.01,-1,-1.31,-1
8/17/2001,1181.66,1181.66,1156.07,1161.97,974300032,-1.67,0.6,10.68,-2.02,-0.89,1
8/20/2001,1161.97,1171.41,1160.94,1171.41,897100032,0.81,-3.28,-4.07,1.24,0.29,-1
8/21/2001,1171.41,1179.85,1156.56,1157.26,1041600000,-1.21,0.77,6.69,-0.41,1.36,1
8/22/2001,1157.26,1168.56,1153.34,1165.31,1110800000,0.7,-2.66,-8.03,0.41,-0.4,-1
8/23/2001,1165.31,1169.86,1160.96,1162.09,986200000,-0.28,1.57,-0.94,-0.41,-0.23,1
8/24/2001,1162.09,1185.15,1162.09,1184.93,1043600000,1.97,-0.92,-11.34,0.61,1.4,-1
8/27/2001,1184.93,1186.85,1178.07,1179.21,842600000,-0.48,4.01,4.31,0.41,0,-1
8/28/2001,1179.21,1179.66,1161.17,1161.51,987100032,-1.5,-0.23,7,-1.62,-0.68,-1
8/29/2001,1161.51,1166.97,1147.38,1148.56,963699968,-1.11,-2.48,4.68,-1.44,-0.31,-1
8/30/2001,1148.6,1151.75,1124.87,1129.03,1156999936,-1.7,-1.17,10.33,0,-1.57,1
8/31/2001,1129.03,1141.83,1126.38,1133.58,920099968,0.4,-2.79,-1.93,0.84,0.23,-1
9/4/2001,1133.58,1155.4,1129.06,1132.94,1178300032,-0.06,0.77,3.73,3.32,1.27,-1
9/5/2001,1132.94,1135.52,1114.86,1131.74,1384499968,-0.11,-1.92,1.93,-0.2,-1.18,-1
9/6/2001,1131.74,1131.74,1105.83,1106.4,1359699968,-2.24,-0.66,8.58,-2.21,-2.1,-1
9/7/2001,1106.4,1106.4,1082.12,1085.78,1424300032,-1.86,-3.03,8.32,-1.23,-2.57,1
9/10/2001,1085.78,1096.94,1073.15,1092.54,1276600064,0.62,-1.05,2.74,0.83,-0.72,-1
9/17/2001,1092.54,1092.54,1037.46,1038.77,2330830080,-4.92,0.46,31.16,-4.75,3.01,-1
9/18/2001,1038.77,1046.42,1029.25,1032.74,1650409984,-0.58,-6.83,-6.92,1.95,-1.02,-1
9/19/2001,1032.74,1038.91,984.62,1016.1,2120550016,-1.61,-1.55,4.35,-0.43,-2.62,-1
9/20/2001,1016.1,1016.1,984.49,984.54,2004800000,-3.11,-1.75,7.84,1.07,-3.49,-1
9/21/2001,984.54,984.54,944.75,965.8,2317299968,-1.9,-3.72,-2.47,-0.85,-2.7,1
9/24/2001,965.8,1008.44,965.8,1003.45,1746599936,3.9,-3.25,-11.51,0.21,4.06,1
9/25/2001,1003.45,1017.14,998.33,1012.27,1613799936,0.88,5.35,-5.14,0,1.07,-1
9/26/2001,1012.27,1020.29,1002.62,1007.04,1519100032,-0.52,0.15,-1.54,-1.28,0.7,1
9/27/2001,1007.04,1018.92,998.24,1018.61,1467000064,1.15,-2.5,-3.57,-1.72,1.44,1
9/28/2001,1018.61,1040.94,1018.61,1040.94,1631500032,2.19,-0.23,-6.09,0.22,2.93,-1
10/1/2001,1040.94,1040.94,1026.76,1038.55,1175600000,-0.23,2.61,1.22,-0.66,-2.4,1
10/2/2001,1038.55,1051.33,1034.47,1051.33,1289799936,1.23,-1.22,-3.53,-0.66,0.98,1
10/3/2001,1051.33,1075.38,1041.48,1072.28,1650599936,1.99,0.8,0.51,-1.11,1.02,-1
10/4/2001,1072.28,1084.12,1067.82,1069.63,1609100032,-0.25,5.93,2.01,1.12,2.75,1
10/5/2001,1069.62,1072.35,1053.5,1071.38,1301699968,0.16,1.04,4.44,-0.22,0.39,-1
10/8/2001,1071.37,1071.37,1056.88,1062.44,979000000,-0.83,0.5,5.18,0,-0.07,-1
10/9/2001,1062.44,1063.37,1053.83,1056.75,1227800064,-0.54,0.04,-0.83,1.56,-0.46,1
10/10/2001,1056.75,1081.62,1052.76,1080.99,1312400000,2.29,-2.23,-9.27,0.44,2.86,1
10/11/2001,1080.99,1099.16,1080.99,1097.43,1704579968,1.52,3.57,-0.32,1.53,0.23,-1
10/12/2001,1097.43,1097.43,1072.15,1091.65,1331399936,-0.53,4.62,11.97,0,-0.38,-1
10/15/2001,1091.65,1091.65,1078.19,1089.98,1024700032,-0.15,0.11,0.11,-1.07,-1.52,1
10/16/2001,1089.98,1101.66,1087.13,1097.54,1210499968,0.69,-0.42,-6.88,-0.87,0.3,-1
10/17/2001,1097.54,1107.12,1076.57,1077.09,1452199936,-1.86,1.52,6.69,-0.22,2.38,-1
10/18/2001,1077.09,1077.94,1064.54,1068.61,1262899968,-0.79,-4.4,-0.37,0,-1.68,1
10/19/2001,1068.61,1075.52,1057.24,1073.48,1294899968,0.46,0.39,-2.4,0.88,-1.92,1
10/22/2001,1073.48,1090.57,1070.79,1089.9,1105699968,1.53,1.12,-5.45,0,1.05,-1
10/23/2001,1089.9,1098.99,1081.53,1084.78,1317299968,-0.47,2.2,-0.78,0.87,2.42,1
10/24/2001,1084.78,1090.26,1079.98,1085.2,1336199936,0.04,-0.21,-3.28,-1.29,-0.49,1
10/25/2001,1085.2,1100.09,1065.64,1100.09,1364400000,1.37,1.59,-4.81,-0.87,-1.57,1
10/26/2001,1100.09,1110.61,1094.24,1104.61,1244499968,0.41,2.54,-3.53,-0.44,2.01,-1
10/29/2001,1104.61,1104.61,1078.3,1078.3,1106099968,-2.38,-0.37,11.33,-1.11,-1.98,-1
10/30/2001,1078.3,1078.3,1053.61,1059.79,1297400064,-1.72,-3.93,5.75,-1.34,-1.62,-1
10/31/2001,1059.79,1074.79,1057.55,1059.78,1352499968,0,-1.89,0.3,-3.4,0.72,1
11/1/2001,1059.78,1085.61,1054.31,1084.1,1317400064,2.29,1.37,-3.72,-0.94,0.63,1
11/2/2001,1084.1,1089.63,1075.58,1087.2,1121900032,0.29,3.32,-4.95,3.08,1.15,1
11/5/2001,1087.2,1106.72,1087.2,1102.84,1267699968,1.44,-0.03,-0.68,-1.15,1.55,1
11/6/2001,1102.84,1119.73,1095.36,1118.86,1356000000,1.45,2.74,-5.57,-0.7,0.1,-1
11/7/2001,1118.86,1126.62,1112.98,1115.8,1411299968,-0.27,2.31,1.15,-1.64,0.04,1
11/8/2001,1115.8,1135.75,1115.42,1118.54,1517500032,0.25,0.13,-1.75,2.38,1.18,1
11/9/2001,1118.54,1123.02,1111.13,1120.31,1093799936,0.16,-0.53,-4.12,0.23,-0.64,-1
11/12/2001,1120.31,1121.71,1098.32,1118.33,991600000,-0.18,0.04,6.96,0,-1.87,1
11/13/2001,1118.33,1139.14,1118.33,1139.09,1370099968,1.86,0.64,-9.81,1.39,2.54,1
11/14/2001,1139.09,1148.28,1132.87,1141.21,1443399936,0.19,2.82,0.34,3.2,-0.69,1
11/15/2001,1141.21,1146.46,1135.06,1142.24,1454499968,0.09,0.59,-3.77,4.88,-0.05,-1
11/16/2001,1142.24,1143.52,1129.92,1138.65,1337400064,-0.31,-0.14,-1.92,3.38,1.01,1
11/19/2001,1138.65,1151.06,1138.65,1151.06,1316800000,1.09,-0.1,-2.43,-2.66,0.89,-1
11/20/2001,1151.06,1152.45,1142.17,1142.66,1330200064,-0.73,1.89,-1.39,2.31,-0.74,-1
11/21/2001,1142.66,1142.66,1129.78,1137.03,1029299968,-0.49,-2.79,0.29,2.05,0.28,1
11/23/2001,1137.03,1151.05,1135.9,1150.34,410300000,1.17,-0.29,-3.89,0.4,-0.99,1
11/26/2001,1150.34,1157.88,1146.17,1157.42,1129799936,0.62,1.5,2.32,0.2,0.18,-1
11/27/2001,1157.42,1163.38,1140.81,1149.5,1288000000,-0.68,2,0.88,-1,-0.69,-1
11/28/2001,1149.5,1149.5,1128.29,1128.52,1423699968,-1.83,-0.27,7.92,0,-1.15,1
11/29/2001,1128.52,1140.4,1125.51,1140.2,1375699968,1.03,-2.48,-2.78,-3.84,0.06,-1
11/30/2001,1140.2,1143.57,1135.89,1139.45,1343600000,-0.07,2.4,-1.03,-0.42,-0.09,-1
12/3/2001,1139.45,1139.45,1125.78,1129.9,1202899968,-0.84,-0.14,3.41,-0.84,-0.75,1
12/4/2001,1129.9,1144.8,1128.86,1144.8,1318499968,1.32,-1.33,-6.56,-1.06,0.92,1
12/5/2001,1143.77,1173.62,1143.77,1170.35,1765299968,2.23,3.06,-4.4,5.38,2.33,-1
12/6/2001,1170.35,1173.35,1164.43,1167.1,1487900032,-0.28,4.27,3,2.04,0.68,-1
12/7/2001,1167.1,1167.1,1152.66,1158.31,1248199936,-0.75,0.36,-0.93,3,-1.96,-1
12/10/2001,1158.31,1158.31,1139.66,1139.93,1218700032,-1.59,-1.61,9.07,-0.19,-1.51,-1
12/11/2001,1139.93,1150.89,1134.32,1136.76,1367200000,-0.28,-1.44,-1.25,-1.17,-0.47,1
12/12/2001,1136.76,1141.58,1126.01,1137.07,1449699968,0.03,0.49,-1.7,-2.17,-0.79,-1
12/13/2001,1137.07,1137.07,1117.85,1119.38,1511500032,-1.56,0.47,4.18,2.41,-0.88,1
12/14/2001,1119.38,1128.28,1114.53,1123.09,1306800000,0.33,-3.23,-4.94,1.38,-0.27,1
12/17/2001,1123.09,1137.3,1122.66,1134.36,1260400000,1,0.34,-1.5,2.13,1.49,1
12/18/2001,1134.36,1145.1,1134.36,1142.92,1354000000,0.75,1.76,-4,-2.66,0.29,1
12/19/2001,1142.92,1152.44,1134.75,1149.56,1484899968,0.58,0.87,-3.05,-1.75,-0.59,-1
12/20/2001,1149.56,1151.42,1139.93,1139.93,1490499968,-0.84,-1.09,4.83,0.2,-0.79,1
12/21/2001,1139.93,1147.46,1139.93,1144.89,1694000000,0.44,-3.25,-4.94,0.59,1.56,-1
12/24/2001,1144.89,1147.83,1144.62,1144.65,439670016,-0.02,1.42,0.53,0.98,0.35,1
12/26/2001,1144.65,1159.18,1144.65,1149.37,791100032,0.41,-0.07,-1.46,0.97,0,1
12/27/2001,1149.37,1157.13,1149.37,1157.13,876300032,0.68,0.83,-3.14,-1.74,0.69,1
12/28/2001,1157.13,1164.64,1157.13,1161.02,917400000,0.34,0.8,-0.88,0.39,0.56,-1
12/31/2001,1161.02,1161.16,1148.04,1148.08,943600000,-1.11,0.55,11.21,-1.57,-0.48,1
1/2/2002,1148.08,1154.67,1136.23,1154.67,1171000064,0.57,-1.85,-4.58,2.58,0.02,1
1/3/2002,1154.67,1165.27,1154.01,1165.27,1398899968,0.92,1.48,-6.03,-0.78,1.93,1
1/4/2002,1165.27,1176.55,1163.42,1172.51,1512999936,0.62,3.29,-4.17,0.39,0.09,-1
1/7/2002,1172.51,1176.97,1163.55,1164.89,1308300032,-0.65,0.74,5.97,-1.56,-0.57,-1
1/8/2002,1164.89,1167.6,1157.46,1160.71,1258800000,-0.36,-1.08,0.74,0,-0.82,-1
1/9/2002,1160.71,1174.26,1151.89,1155.14,1452000000,-0.48,0.92,1.37,0,-0.42,1
1/10/2002,1155.14,1159.93,1150.85,1156.55,1299000064,0.12,-0.53,-0.45,-1.98,-0.72,-1
1/11/2002,1156.55,1159.41,1145.45,1145.6,1211900032,-0.95,0.11,2.59,-2.02,0.15,-1
1/14/2002,1145.6,1145.6,1138.15,1138.41,1286400000,-0.63,-1.21,4.34,0.21,-1.64,1
1/15/2002,1138.41,1148.81,1136.88,1146.19,1386899968,0.68,-1.57,-3.73,-0.82,1.03,-1
1/16/2002,1146.19,1146.19,1127.49,1127.57,1482499968,-1.62,0.51,3.3,0.21,-0.74,1
1/17/2002,1127.57,1139.27,1127.57,1138.88,1380099968,1,-2.82,-5.12,1.86,0.21,-1
1/18/2002,1138.88,1138.88,1124.45,1127.58,1333299968,-0.99,2.13,1.21,-0.81,-0.23,-1
1/22/2002,1127.58,1135.26,1117.91,1119.31,1311600000,-0.73,-2.79,4.84,0.2,0.21,1
1/23/2002,1119.31,1131.94,1117.43,1128.18,1479200000,0.79,-2.48,-7.33,2.04,0.61,1
1/24/2002,1128.18,1139.5,1128.18,1132.15,1552800000,0.35,2.12,-3.34,0.6,1.01,1
1/25/2002,1132.15,1138.31,1127.82,1133.28,1345100032,0.1,1.05,-0.66,0.8,-0.76,-1
1/28/2002,1133.28,1138.63,1126.66,1133.06,1186800000,-0.02,-0.25,0.62,0.2,0.59,-1
1/29/2002,1133.06,1137.47,1098.74,1100.64,1812000000,-2.86,0.32,15.18,-2.17,-1.77,1
1/30/2002,1100.64,1113.79,1081.66,1113.57,2019600000,1.17,-2.62,-4.64,0,-0.82,1
1/31/2002,1113.57,1130.21,1113.3,1130.2,1556999936,1.49,1.08,-9.17,1.21,1.48,-1
2/1/2002,1130.2,1130.2,1118.51,1122.2,1367200000,-0.71,1.08,0.14,-0.99,0.48,-1
2/4/2002,1122.2,1122.2,1092.25,1094.44,1437600000,-2.47,-1.18,17.76,-1.61,-0.43,-1
2/5/2002,1094.44,1100.96,1082.58,1090.02,1778300032,-0.4,-2.91,2.33,0.61,-1.43,-1
2/6/2002,1090.02,1093.58,1077.78,1083.51,1665799936,-0.6,-0.92,2.51,0,-0.38,-1
2/7/2002,1083.51,1094.03,1078.44,1080.17,1441600000,-0.31,-1.4,-3.76,0,1.05,1
2/8/2002,1080.17,1096.3,1079.91,1096.22,1371900032,1.49,-1.69,-7.37,-1.01,0.02,1
2/11/2002,1096.22,1112.01,1094.68,1111.94,1159399936,1.43,2.06,-6.36,0.41,0.66,-1
2/12/2002,1111.94,1112.68,1102.98,1107.5,1094200064,-0.4,1.53,-0.73,1.43,-0.51,1
2/13/2002,1107.5,1120.56,1107.5,1118.51,1215900032,0.99,-0.67,-3.56,0.6,0.35,-1
2/14/2002,1118.51,1124.72,1112.3,1116.48,1272499968,-0.18,1.36,4.41,-0.8,1.07,-1
2/15/2002,1116.48,1117.09,1103.23,1104.18,1359200000,-1.1,-0.85,2.76,-2.02,-0.5,-1
2/19/2002,1104.18,1104.18,1082.24,1083.34,1189900032,-1.89,-2.07,9.21,0.41,-1.2,1
2/20/2002,1083.34,1098.32,1074.36,1097.98,1438899968,1.35,-3.02,-7.25,0,-1.34,-1
2/21/2002,1097.98,1101.5,1080.24,1080.95,1381600000,-1.55,1.43,5.03,-0.2,0.98,1
2/22/2002,1080.95,1093.93,1074.39,1089.84,1411000064,0.82,-3.34,-3.95,-0.82,-0.44,1
2/25/2002,1089.84,1112.71,1089.84,1109.43,1367399936,1.8,0.48,-4.46,0.41,0.99,-1
2/26/2002,1109.43,1115.05,1101.72,1109.38,1309200000,0,2.63,-0.73,1.24,0.75,1
2/27/2002,1109.38,1123.06,1102.26,1109.89,1393799936,0.05,-0.17,-0.88,-1.22,0.77,-1
2/28/2002,1109.89,1121.57,1106.73,1106.73,1392199936,-0.28,-0.85,0.47,0.21,-1.49,1
3/1/2002,1106.73,1131.79,1106.73,1131.78,1456499968,2.26,-1.16,-7.55,2.26,1.33,1
3/4/2002,1131.78,1153.84,1130.93,1153.84,1594300032,1.95,4.11,2.71,0.6,1.41,-1
3/5/2002,1153.84,1157.74,1144.78,1146.14,1549299968,-0.67,3.14,-0.98,0.2,-0.53,1
3/6/2002,1146.14,1165.29,1145.11,1162.77,1541299968,1.45,0.37,-1.77,0.4,0.6,-1
3/7/2002,1162.77,1167.94,1150.69,1157.54,1517400064,-0.45,1.29,0.5,3.58,0.7,1
3/8/2002,1157.54,1172.76,1157.54,1164.31,1412000000,0.58,-0.46,-3.84,2.11,0.07,1
3/11/2002,1164.31,1173.03,1159.58,1168.26,1210200064,0.34,2.55,2.96,0,-0.51,-1
3/12/2002,1168.26,1168.26,1154.34,1165.58,1304400000,-0.23,-0.01,-1.26,-0.38,-0.12,-1
3/13/2002,1165.58,1165.58,1151.01,1154.09,1354000000,-0.99,-1.68,-0.66,-0.75,0.37,-1
3/14/2002,1154.09,1157.83,1151.08,1153.04,1208800000,-0.09,-1.85,-1.34,2.66,-0.2,1
3/15/2002,1153.04,1166.48,1153.04,1166.16,1493900032,1.14,-0.42,-4.06,-0.74,0.59,-1
3/18/2002,1166.16,1172.73,1159.14,1165.55,1169500032,-0.05,0.76,2.77,-1.12,0.14,1
3/19/2002,1165.55,1173.94,1165.55,1170.29,1255000064,0.41,0.47,-4.07,0.38,0.31,-1
3/20/2002,1170.29,1170.29,1151.61,1151.85,1304899968,-1.58,0.2,1.65,1.5,-0.93,1
3/21/2002,1151.85,1155.1,1139.48,1153.59,1339200000,0.15,-2.55,-1.68,-0.37,-0.26,-1
